count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid
20.0,,healthy,group2,10.0,10.0,40.0,30-50,30.0,50.0,35.0,15.0,21945,24238,4076230
50.0,depression,patients,unmedicated,20.0,30.0,35.0,20-50,20.0,50.0,30.0,1.0,1401,4845,3813625
30.0,,healthy,never-depressed,15.0,15.0,40.0,25-55,25.0,55.0,45.0,1.0,1401,4845,3813625
1.0,healthy,patients,group1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,2.0,21534,25364,6892816
2.0,,healthy,group2,5.0,8.0,45.0,30-60,30.0,60.0,40.0,2.0,21534,25364,6892816
20.0,MTLE patients,patients,MTLE patients,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,42581,45163,7836234
20.0,,healthy,healthy controls,10.0,10.0,30.0,20-40,20.0,40.0,25.0,,42581,45163,7836234
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,14288,16391,6581730
15.0,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,,14288,16391,6581730
10.0,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,4.0,15753,18916,3171072
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,4.0,15753,18916,3171072
29.0,healthy,young adults,self-reported,10.0,19.0,23.8,1930 years,19.0,30.0,,,8764,10050,8318202
32.0,healthy,older adults,self-reported,15.0,17.0,71.0,6581 years,65.0,81.0,,,8764,10050,8318202
12.0,,healthy,,6.0,6.0,45.0,30-60,30.0,60.0,45.0,,37097,39968,3788711
12.0,TIN,patients,,6.0,6.0,50.0,35-65,35.0,65.0,50.0,,37097,39968,3788711
22.0,,healthy,,13.0,9.0,21.72,,,,,1.0,6641,7813,4270393
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,13731,15393,6969084
30.0,,healthy,group2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,,13731,15393,6969084
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,38976,42141,8764488
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,,38976,42141,8764488
10.0,BPD_D,patients,BPD_D,5.0,5.0,30.0,20-40,20.0,40.0,30.0,,15257,16546,5956011
15.0,BPD_N,patients,BPD_N,8.0,7.0,35.0,25-45,25.0,45.0,35.0,,15257,16546,5956011
20.0,,healthy,HC,10.0,10.0,40.0,30-50,30.0,50.0,40.0,,15257,16546,5956011
32.0,healthy,patients,group 1,15.0,17.0,25.0,20-30,20.0,30.0,25.0,,25971,28628,2756584
20.0,,healthy,group 2,10.0,10.0,35.0,30-40,30.0,40.0,35.0,,25971,28628,2756584
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,3936,6781,4835785
30.0,,healthy,Group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,1.0,3936,6781,4835785
20.0,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,12077,13549,6194586
30.0,patients,patients,MDD,15.0,15.0,35.0,25-45,25.0,45.0,35.0,2.0,12077,13549,6194586
17.0,,healthy,,11.0,6.0,27.7,20-40,20.0,40.0,,24.0,72055,75520,8837580
50.0,anxiety,patients,subclinical,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,40775,44693,4373272
16.0,neurologically normal,young,,,,22.08,22.08-22.08,22.08,22.08,22.08,,7961,8457,3655325
19.0,neurologically normal,elderly,,,,70.23,70.23-70.23,70.23,70.23,70.23,,7961,8457,3655325
12.0,,healthy,,6.0,6.0,25.2,20-33 years,20.0,33.0,,1.0,8480,9109,5835354
1.0,,healthy,adults,0.0,1.0,30.0,20-40,20.0,40.0,30.0,3.0,4865,8405,4706972
20.0,healthy,patients,musicians,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,41419,44202,6736976
15.0,,healthy,non-musicians,8.0,7.0,30.0,25-35,25.0,35.0,30.0,,41419,44202,6736976
50.0,healthy,patients,ST+ and LT+,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,20366,23614,7956962
30.0,,healthy,ST and LT,15.0,15.0,45.0,30-60,30.0,60.0,40.0,,20366,23614,7956962
20.0,unilateral ATL damage,patients,unimpaired,10.0,10.0,45.0,30-60,30.0,60.0,40.0,2.0,4767,5977,4582802
15.0,bilateral ATL damage,patients,impaired,8.0,7.0,50.0,40-60,40.0,60.0,55.0,2.0,4767,5977,4582802
50.0,healthy,patients,group1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,3219,7130,6893234
30.0,patients,patients,group2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,,3219,7130,6893234
50.0,IAD,patients,gaming addiction,30.0,20.0,25.0,18-40,18.0,40.0,26.0,2.0,17051,19175,3608539
30.0,,healthy,non-gamers,15.0,15.0,28.0,20-35,20.0,35.0,27.0,2.0,17051,19175,3608539
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,52222,55138,6336825
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,,52222,55138,6336825
29.0,,healthy,,10.0,19.0,26.0,,,,,,6246,7296,5553850
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,10409,11950,4059922
40.0,,healthy,Group B,20.0,20.0,35.0,25-45,25.0,45.0,35.0,,10409,11950,4059922
20.0,,healthy,,,,,,,,,,9247,10055,7014820
50.0,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,13.0,26662,30324,5868121
30.0,,healthy,group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,13.0,26662,30324,5868121
14.0,,healthy,,,,,,,,,1.0,21557,25038,3923150
12.0,,healthy,,,,,,,,,1.0,21557,25038,3923150
18.0,,healthy,male,18.0,0.0,27.6,18-35,18.0,35.0,,1.0,8203,8695,4407577
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,20757,24057,5108928
40.0,,healthy,Group B,20.0,20.0,45.0,30-60,30.0,60.0,40.0,,20757,24057,5108928
20.0,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,11072,14220,4773017
30.0,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,,11072,14220,4773017
3.0,DPD,patients,DPD patients,2.0,1.0,35.0,25-45,25.0,45.0,35.0,4.0,28347,30906,4024664
10.0,,healthy,healthy controls,5.0,5.0,30.0,20-40,20.0,40.0,30.0,4.0,28347,30906,4024664
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,12290,16270,5090005
30.0,,healthy,group2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,,12290,16270,5090005
50.0,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,7038,10200,4870472
30.0,,healthy,group B,15.0,15.0,35.0,25-45,25.0,45.0,35.0,2.0,7038,10200,4870472
20.0,healthy,patients,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,,2461,6116,6001281
15.0,patients,patients,Group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,,2461,6116,6001281
56.0,,healthy,,,,,,,,,1.0,22731,24735,8897706
16.0,PKU,patients,above cutoff,,,,,,,,1.0,22731,24735,8897706
16.0,PKU,patients,below cutoff,,,,,,,,1.0,22731,24735,8897706
14.0,,healthy,,,,,,,,,,26586,28757,5713179
1.0,fibromyalgia patients,patients,,,,,,,,,,24661,25415,3814958
1.0,primary school children,patients,aged 910,0.0,1.0,9.5,9-10,9.0,10.0,9.5,2.0,6766,10440,7555088
16.0,,healthy,,,,,,,,,1.0,12830,14718,3148238
2553.0,older adults,participants,Tai Chi Chuan,,,,,,,,,1637,4761,5294576
22.0,healthy,patients,view,10.0,12.0,35.0,25-45,25.0,45.0,30.0,,25089,28464,3015134
23.0,healthy,patients,reappraise,15.0,8.0,40.0,30-50,30.0,50.0,42.0,,25089,28464,3015134
22.0,healthy,patients,suppress,9.0,13.0,38.0,28-48,28.0,48.0,35.0,,25089,28464,3015134
20.0,healthy,patients,responders,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,5648,7380,6423085
15.0,patients,patients,non-responders,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,5648,7380,6423085
14.0,,healthy,,8.0,6.0,,,,,,,16303,19580,5714878
61.0,CCDL,patients,creative chunk decomposition-low level,,,,,,,,5.0,20841,24392,6117043
61.0,CCDH,patients,creative chunk decomposition-high level,,,,,,,,5.0,20841,24392,6117043
1.0,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,1.0,15008,18197,4644722
2.0,,healthy,group2,8.0,12.0,45.0,30-60,30.0,60.0,45.0,1.0,15008,18197,4644722
20.0,,healthy,,8.0,10.0,27.0,18-41,18.0,41.0,27.0,,9737,10579,4692511
37.0,HA,patients,high aggression,20.0,17.0,25.0,18-40,18.0,40.0,26.0,1.0,8705,9626,3799631
40.0,LA,patients,low aggression,15.0,25.0,28.0,20-45,20.0,45.0,29.0,1.0,8705,9626,3799631
61.0,concussed athletes,patients,,,,,,,,,,8093,10446,7294069
167.0,,healthy,athletes,,,,,,,,,8093,10446,7294069
20.0,pathological gambling,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,2036,4755,3868704
15.0,,healthy,group 2,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,2036,4755,3868704
20.0,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,1.0,14840,17382,6579875
30.0,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,1.0,14840,17382,6579875
10.0,PTSD,patients,,,,,,,,,,10304,11256,7347986
9.0,healthy,control,,,,,,,,,,10304,11256,7347986
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,1513,5184,5928127
15.0,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,1513,5184,5928127
8.0,,healthy,,4.0,4.0,59.0,49-69,49.0,69.0,,,4719,5457,6533560
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,2128,4337,8069225
40.0,patients,patients,Group B,20.0,20.0,45.0,35-55,35.0,55.0,45.0,,2128,4337,8069225
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,10.0,30456,34020,5807408
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,10.0,30456,34020,5807408
28.0,,healthy,,17.0,11.0,,22-30 years,,,,,5478,6885,4487721
33.0,healthy,volunteers,right-handed,17.0,16.0,25.3,2.8,,,,2.0,3877,4423,3676955
20.0,,healthy,,,,,,,,,1.0,21198,22751,4352055
42.0,controls,patients,early stress,20.0,22.0,25.0,20-30,20.0,30.0,25.0,,33310,36403,5908766
17.0,,healthy,,,,,,,,,1.0,28271,31166,3586479
6.0,patients,patients,,,,,,,,,1.0,28271,31166,3586479
10.0,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,,20170,22403,3804629
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,,20170,22403,3804629
1.0,Parkinsons,patients,early-to-mid stage,,,,,,,,1.0,7255,9082,8410985
1.0,,healthy,age-matched,,,,,,,,1.0,7255,9082,8410985
1.0,,healthy,,,,,,,,,1.0,7255,9082,8410985
31.0,,healthy,,,,,,,,,6.0,10661,12199,5597870
20.0,,healthy,,,,,,,,,6.0,10661,12199,5597870
1.0,healthy,patients,female,0.0,1.0,25.0,20-30,20.0,30.0,25.0,2.0,2600,6092,2994755
27.0,,healthy,,,,,,,,,9.0,22668,25529,5088411
50.0,healthy,patients,Group A,20.0,30.0,35.0,25-45,25.0,45.0,30.0,2.0,2109,4741,7355229
40.0,,healthy,Group B,15.0,25.0,40.0,30-50,30.0,50.0,35.0,2.0,2109,4741,7355229
50.0,healthy,patients,group A,20.0,30.0,35.0,25-45,25.0,45.0,30.0,1.0,32368,34898,8528693
40.0,patients,patients,group B,15.0,25.0,42.0,35-50,35.0,50.0,40.0,1.0,32368,34898,8528693
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,22103,23506,3608908
30.0,,healthy,group2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,1.0,22103,23506,3608908
10.0,healthy,patients,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,6.0,13752,16100,6221049
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,6.0,13752,16100,6221049
10.0,,healthy,,5.0,5.0,30.0,20-40,20.0,40.0,30.0,2.0,2582,5656,7927295
20.0,MCI,patients,Group A,10.0,10.0,70.0,60-80,60.0,80.0,70.0,1.0,2345,6163,5415557
15.0,,healthy,Group B,8.0,7.0,65.0,55-75,55.0,75.0,65.0,1.0,2345,6163,5415557
50.0,Moyamoya disease,patients,children,20.0,30.0,12.0,10-14,10.0,14.0,12.0,2.0,2897,4480,8740316
100.0,Moyamoya disease,patients,adults,40.0,60.0,45.0,40-60,40.0,60.0,45.0,2.0,2897,4480,8740316
20.0,healthy,patients,group1,10.0,10.0,45.0,30-60,30.0,60.0,40.0,9.0,19465,23392,7004957
15.0,,healthy,group2,8.0,7.0,55.0,40-70,40.0,70.0,60.0,9.0,19465,23392,7004957
22.0,PD patients,patients,,,,,,,,,2.0,6783,8325,5527158
13.0,,healthy,,,,,,,,,2.0,6783,8325,5527158
1414.0,,healthy,,,,,,,,,,42690,45387,4625557
20.0,,healthy,control,10.0,10.0,50.0,40-60,40.0,60.0,50.0,,21274,24320,8393360
30.0,patients,patients,experimental,15.0,15.0,65.0,60-70,60.0,70.0,65.0,,21274,24320,8393360
50.0,AD-related SCD,patients,SCD individuals,25.0,25.0,65.0,50-80,50.0,80.0,68.0,2.0,2537,6360,7868384
50.0,,healthy,healthy people,25.0,25.0,60.0,40-75,40.0,75.0,62.0,2.0,2537,6360,7868384
24.0,healthy,patients,Pre-op,10.0,14.0,35.0,20-50,20.0,50.0,30.0,1.0,13797,14758,6775267
24.0,healthy,patients,Post-1w,12.0,12.0,38.0,25-55,25.0,55.0,35.0,1.0,13797,14758,6775267
24.0,healthy,patients,Post-1m,14.0,10.0,40.0,30-60,30.0,60.0,45.0,1.0,13797,14758,6775267
10.0,DOC,patients,qualified,5.0,5.0,,,,,,14.0,23711,25451,8319239
33.0,idiopathic tinnitus,patients,,,,,,,,,4.0,9875,11080,8635858
26.0,,healthy,control,,,,,,,,4.0,9875,11080,8635858
16.0,healthy,patients,group1,8.0,8.0,30.0,20-40,20.0,40.0,30.0,,41749,45649,3499497
12.0,,healthy,group2,6.0,6.0,35.0,25-45,25.0,45.0,35.0,,41749,45649,3499497
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,3.0,5925,9604,3894920
40.0,patients,patients,Group B,20.0,20.0,45.0,30-60,30.0,60.0,40.0,3.0,5925,9604,3894920
50.0,depressive symptomatology,patients,Group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,1.0,2142,5501,8714998
40.0,ADHD,patients,Group B,30.0,10.0,25.0,18-35,18.0,35.0,22.0,1.0,2142,5501,8714998
60.0,Generalized Anxiety Disorder,patients,Group C,40.0,20.0,40.0,30-50,30.0,50.0,38.0,1.0,2142,5501,8714998
70.0,conduct problems/aggression,patients,Group D,50.0,20.0,28.0,20-35,20.0,35.0,25.0,1.0,2142,5501,8714998
50.0,healthy,patients,group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,2.0,1695,4088,6650534
40.0,,healthy,group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,2.0,1695,4088,6650534
20.0,,healthy,,15.0,5.0,23.61,18-,18.0,,,3.0,10075,11177,7772238
10.0,IGA,patients,smokers,5.0,5.0,25.0,20-30,20.0,30.0,25.0,,18304,21872,4255056
15.0,IGA,patients,nonsmokers,8.0,7.0,28.0,25-35,25.0,35.0,28.0,,18304,21872,4255056
20.0,,healthy,,10.0,10.0,30.0,25-40,25.0,40.0,30.0,,18304,21872,4255056
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,49205,51327,4433098
40.0,,healthy,group2,20.0,20.0,35.0,25-45,25.0,45.0,35.0,,49205,51327,4433098
20.0,healthy,patients,group A,10.0,10.0,25.0,20-30,20.0,30.0,25.0,13.0,49093,52655,8850747
15.0,patients,patients,group B,8.0,7.0,35.0,30-40,30.0,40.0,35.0,13.0,49093,52655,8850747
50.0,Alcohol use disorder,patients,Group A,30.0,20.0,45.0,30-60,30.0,60.0,40.0,2.0,2353,6215,7721230
30.0,,healthy,Group B,15.0,15.0,35.0,25-45,25.0,45.0,30.0,2.0,2353,6215,7721230
23.0,healthy,patients,experimental conditions,,,,,,,,,69654,73104,4353194
29.0,,healthy,,,,,,,,,10.0,27190,30467,6043684
50.0,IA,patients,IA individuals,30.0,20.0,35.0,20-50,20.0,50.0,30.0,6.0,11505,12565,6759465
50.0,,healthy,HCs,25.0,25.0,40.0,25-60,25.0,60.0,45.0,6.0,11505,12565,6759465
13.0,schizophrenic,patients,right-handed,,,,,,,,1.0,39454,43308,2257999
8.0,schizophrenic,patients,right-handed,,,,,,,,1.0,39454,43308,2257999
11.0,healthy,controls,matched,,,,,,,,1.0,39454,43308,2257999
37.0,,healthy,,,,,,,,,5.0,12928,13868,3999100
3.0,S1,patients,S1 group,2.0,1.0,35.0,25-45,25.0,45.0,35.0,6.0,12439,13707,4215400
10.0,bilingual,participants,bilingual speakers,5.0,5.0,30.0,20-40,20.0,40.0,30.0,2.0,2035,5666,5881103
20.0,spider phobic patients,patients,spider phobic patients,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,19705,22833,5036433
20.0,TIA,patients,TIA patients,10.0,10.0,55.0,40-70,40.0,70.0,55.0,1.0,2074,6058,6371034
50.0,IPD,patients,,29.0,21.0,57.7,57.7-11.1,46.6,68.8,57.7,,9298,12337,6675526
20.0,,healthy,,13.0,7.0,55.6,55.6-12.3,43.3,67.9,55.6,,9298,12337,6675526
10.0,mental sub-healthy,seafarers,mental,,,,,,,,1.0,33575,37465,4511829
20.0,healthy,subjects,young,10.0,10.0,263.0,,,,,11.0,27298,27709,2943931
64.0,,healthy,,,,,,,,,,52346,55476,2713432
14.0,,healthy,Detector participants,9.0,5.0,23.0,,,,,,52346,55476,2713432
50.0,healthy,patients,group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,8.0,18488,21980,3048219
40.0,,healthy,group B,20.0,20.0,35.0,25-45,25.0,45.0,35.0,8.0,18488,21980,3048219
41.0,children,patients,grade 1,0.0,41.0,6.5,6-7,6.0,7.0,6.5,12.0,34508,38206,7264688
42.0,children,patients,grade 4,0.0,42.0,9.5,9-10,9.0,10.0,9.5,12.0,34508,38206,7264688
34.0,adults,patients,younger,18.0,16.0,25.0,20-30,20.0,30.0,25.0,12.0,34508,38206,7264688
32.0,adults,patients,older,16.0,16.0,60.0,55-65,55.0,65.0,60.0,12.0,34508,38206,7264688
50.0,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,26469,30334,6418272
40.0,,healthy,group2,20.0,20.0,35.0,25-45,25.0,45.0,35.0,,26469,30334,6418272
20.0,healthy,patients,group1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,13.0,31565,35140,4598480
15.0,,healthy,group2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,13.0,31565,35140,4598480
20.0,healthy,patients,group1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,16.0,39554,42631,3997501
15.0,,healthy,group2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,16.0,39554,42631,3997501
1.0,healthy,patients,non sleep-deprived,0.0,1.0,,,,,,1.0,5171,9000,3319907
20.0,ALL,patients,young survivors,10.0,10.0,25.0,20-30,20.0,30.0,25.0,,16762,19815,7425087
20.0,BPD,patients,BPD patients,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,1916,5264,6452291
20.0,,healthy,healthy participants,10.0,10.0,30.0,20-40,20.0,40.0,25.0,2.0,1916,5264,6452291
10.0,healthy,patients,Group A,5.0,5.0,30.0,20-40,20.0,40.0,30.0,,16551,20225,3789290
15.0,patients,patients,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,,16551,20225,3789290
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,8.0,24597,27837,3805980
15.0,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,30.0,8.0,24597,27837,3805980
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,1710,5482,4814794
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,2.0,1710,5482,4814794
50.0,NVG,patients,Group A,25.0,25.0,60.0,50-70,50.0,70.0,55.0,1.0,2599,5492,7994689
50.0,,healthy,Group B,30.0,20.0,55.0,40-65,40.0,65.0,50.0,1.0,2599,5492,7994689
20.0,VPT young adults with severe neonatal brain injury,patients,PVH+VD,10.0,10.0,25.0,20-30,20.0,30.0,25.0,8.0,25546,27654,4250191
30.0,VPT young adults with less-severe neonatal brain injury,patients,UPVH,15.0,15.0,28.0,25-35,25.0,35.0,28.0,8.0,25546,27654,4250191
