count,diagnosis,group_name,subgroup_name,male count,female count,age mean,age range,age minimum,age maximum,age median,rank,start_char,end_char,pmcid
11,normal,normal,,,,,,,,,4.0,8978,9658,6357517
10,slow,slow,,,,,,,,,4.0,8978,9658,6357517
112,,healthy,,,,,,,,,,4816,8073,5205575
23,adolescents,patients,,,,,,,,,,31924,34336,6987860
50,,healthy,,,,,,,,,,31924,34336,6987860
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,1.0,5602,8861,8552029
30,,healthy,Group B,15.0,15.0,35.0,25-45,25.0,45.0,35.0,1.0,5602,8861,8552029
50,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,5079,8606,7746820
100,patients,patients,obese,50.0,50.0,35.0,25-45,25.0,45.0,35.0,2.0,5079,8606,7746820
1,professional female violinists,patients,female,0.0,1.0,,,,,,1.0,5598,9520,3059891
1,actors,patients,female,0.0,1.0,,,,,,1.0,5598,9520,3059891
50,BD,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,2.0,2329,6124,8203345
50,BD,patients,Group B,30.0,20.0,40.0,25-55,25.0,55.0,45.0,2.0,2329,6124,8203345
50,,healthy,Group C,20.0,30.0,28.0,22-35,22.0,35.0,30.0,2.0,2329,6124,8203345
20,aMCI,patients,aMCI patients,10.0,10.0,65.0,60-70,60.0,70.0,65.0,3.0,16073,19809,5559812
20,,healthy,healthy controls,10.0,10.0,60.0,55-65,55.0,65.0,60.0,3.0,16073,19809,5559812
50,Major Depressive Disorder,patients,SMA,25.0,25.0,18.0,15-25,15.0,25.0,18.0,,1984,5462,6753189
50,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,7148,11102,4436102
30,,healthy,Group B,15.0,15.0,45.0,30-60,30.0,60.0,40.0,,7148,11102,4436102
20,healthy,patients,group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,21226,24702,6262413
15,,healthy,group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,1.0,21226,24702,6262413
20,panic disorder,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,3.0,1456,4786,4105563
15,,healthy,Group B,8.0,7.0,28.0,20-35,20.0,35.0,25.0,3.0,1456,4786,4105563
1,healthy,participants,typing condition,0.0,1.0,25.0,20-30,20.0,30.0,25.0,,13184,16248,4517759
1,younger adults,participants,younger adults,1.0,0.0,,,,,,,8573,11992,5348631
50,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,16.0,37452,40737,4911362
60,,healthy,Group B,30.0,30.0,35.0,25-45,25.0,45.0,35.0,16.0,37452,40737,4911362
1,scenes,patients,DMN,10.0,15.0,35.0,20-50,20.0,50.0,30.0,2.0,45318,48125,8018769
1,scenes,patients,MD,8.0,12.0,40.0,25-55,25.0,55.0,35.0,2.0,45318,48125,8018769
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,3.0,1968,5940,4990413
30,patients,patients,thyrotoxicosis,15.0,15.0,35.0,30-40,30.0,40.0,35.0,3.0,1968,5940,4990413
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,6.0,10749,14225,3055886
30,,healthy,group2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,6.0,10749,14225,3055886
50,schizophrenia,patients,group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,,2452,5053,5787137
50,,healthy,group B,30.0,20.0,28.0,18-40,18.0,40.0,25.0,,2452,5053,5787137
1,,healthy,male,1.0,0.0,30.0,25-35,25.0,35.0,30.0,2.0,7965,11508,3767892
1,children,patients,female,0.0,1.0,10.0,8-12,8.0,12.0,10.0,2.0,7965,11508,3767892
22,,healthy,,10.0,12.0,22.27,1.42 years,22.27,22.27,22.27,,5839,7372,8228257
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,19830,23620,5214699
30,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,,19830,23620,5214699
17,,healthy,,4.0,13.0,23.58,,,,,4.0,9507,10375,3868915
60,,healthy,,,,,,,,,15.0,5871,6680,8215264
7,typical readers,patients,typical readers,5.0,2.0,30.0,20-40,20.0,40.0,30.0,,37316,41208,4375638
11,dyslexic,patients,dyslexic,6.0,5.0,25.0,18-35,18.0,35.0,25.0,,37316,41208,4375638
116,healthy,patients,male,58.0,58.0,35.0,23-45,23.0,45.0,30.0,3.0,17254,20981,5801317
100,healthy,patients,female,50.0,50.0,32.0,25-40,25.0,40.0,28.0,3.0,17254,20981,5801317
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,21.0,58662,60720,5539178
30,,healthy,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,21.0,58662,60720,5539178
20,phobic,patients,PhG,10.0,10.0,35.0,20-50,20.0,50.0,30.0,,16434,18183,6220927
20,non-phobic,patients,CG,10.0,10.0,40.0,25-55,25.0,55.0,35.0,,16434,18183,6220927
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,15595,19098,5537800
15,patients,patients,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,15595,19098,5537800
20,isolated RBD,patients,Early PD,10.0,10.0,60.0,50-70,50.0,70.0,55.0,3.0,36987,39067,8844611
30,,healthy,,15.0,15.0,55.0,40-65,40.0,65.0,50.0,3.0,36987,39067,8844611
20,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,5197,7570,5269713
15,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,5197,7570,5269713
1,,healthy,volunteers,0.0,1.0,,,,,,,4676,8506,5757403
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,1937,5324,7981326
15,patients,patients,group B,8.0,7.0,40.0,30-50,30.0,50.0,45.0,,1937,5324,7981326
25,Ph.D. in physics,scientists,Ph.D. in physics,25.0,0.0,,,,,,2.0,37113,40466,8113248
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,,7905,10532,7240289
15,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,,7905,10532,7240289
20,schizophrenia,patients,CBTp,10.0,10.0,30.0,20-40,20.0,40.0,25.0,2.0,41380,45133,2826186
20,,healthy,control,10.0,10.0,35.0,25-45,25.0,45.0,30.0,2.0,41380,45133,2826186
20,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,21169,24445,6262037
15,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,21169,24445,6262037
55,mTBI,patients,,27.0,28.0,40.65,11.44,20.0,,,,25208,27016,6914439
41,,healthy,,19.0,22.0,43.24,11.72,,,,,25208,27016,6914439
11,healthy,patients,group1,5.0,6.0,30.0,20-40,20.0,40.0,25.0,1.0,2081,5924,8752965
15,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,30.0,1.0,2081,5924,8752965
1,healthy,patients,group1,5.0,3.0,30.0,20-40,20.0,40.0,25.0,1.0,10394,12987,2789405
2,,healthy,group2,8.0,6.0,35.0,25-45,25.0,45.0,30.0,1.0,10394,12987,2789405
20,,healthy,TD,10.0,10.0,25.0,20-30,20.0,30.0,25.0,10.0,20578,24313,2772079
15,FXS,patients,FXS,8.0,7.0,30.0,25-35,25.0,35.0,30.0,10.0,20578,24313,2772079
23,FM patients,patients,,,,,,,,,13.0,25760,27547,4183523
28,,healthy,,,,,,,,,13.0,25760,27547,4183523
33,MHE,patients,,,,,,,,,7.0,16227,17478,4556960
69,non-HE,patients,,,,,,,,,7.0,16227,17478,4556960
102,,healthy,,,,,,,,,7.0,16227,17478,4556960
14,caffeine non-consumer,patients,,6.0,8.0,,,,,,2.0,7861,8793,6356791
14,caffeine consumer,patients,,6.0,8.0,,,,,,2.0,7861,8793,6356791
9,migraineurs,patients,migraineurs,0.0,9.0,,,,,,3.0,2946,6248,8379646
16,,healthy,,9.0,7.0,10.083333333333334,,,,,1.0,12751,15223,6971169
16,dyslexic,patients,,12.0,4.0,10.5,,,,,1.0,12751,15223,6971169
22,healthy,patients,retinotopic mapping,10.0,12.0,30.0,20-40,20.0,40.0,30.0,,8145,11026,4396351
15,patients,patients,color test,8.0,7.0,45.0,40-50,40.0,50.0,45.0,,8145,11026,4396351
10,patients,patients,simultaneous images and sounds,5.0,5.0,55.0,50-60,50.0,60.0,55.0,,8145,11026,4396351
12,,healthy,,,,,,,,,3.0,22417,23945,3245630
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,2403,5938,3391196
15,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,1.0,2403,5938,3391196
12,healthy,volunteers,,7.0,5.0,38.0,23-60,23.0,60.0,,5.0,7661,9066,4075342
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,23020,25555,7061333
30,,healthy,group2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,2.0,23020,25555,7061333
22,,healthy,,16.0,6.0,16.0,,,,,9.0,11779,14691,3701149
12,adolescents with transient AHs,patients,,5.0,7.0,15.97,,,,,9.0,11779,14691,3701149
13,adolescents with a 22q11.2 Deletion Syndrome,patients,,9.0,4.0,16.14,,,,,9.0,11779,14691,3701149
6,right hemisphere stroke patients suffering from chronic spatial neglect,patients,,,,,,,,,1.0,37885,41836,3727078
40,lean,patients,lean,20.0,20.0,30.0,20-40,20.0,40.0,30.0,1.0,31496,33182,6290732
40,obese,patients,obese,20.0,20.0,35.0,25-45,25.0,45.0,35.0,1.0,31496,33182,6290732
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,3.0,8574,12566,8378794
30,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,3.0,8574,12566,8378794
18,,healthy,novel,9.0,9.0,25.0,20-30,20.0,30.0,25.0,11.0,19088,20996,3869649
18,,healthy,practiced,9.0,9.0,27.0,22-32,22.0,32.0,27.0,11.0,19088,20996,3869649
18,patients,patients,novel,9.0,9.0,35.0,30-40,30.0,40.0,35.0,11.0,19088,20996,3869649
18,patients,patients,practiced,9.0,9.0,37.0,32-42,32.0,42.0,37.0,11.0,19088,20996,3869649
20,SAD,patients,early,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,19180,22037,4029608
20,,healthy,late,10.0,10.0,35.0,25-45,25.0,45.0,35.0,1.0,19180,22037,4029608
50,healthy,patients,group 1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,,24098,25292,5422531
30,patients,patients,group 2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,,24098,25292,5422531
20,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,30.0,1.0,44864,48592,6650750
15,patients,patients,experimental,8.0,7.0,45.0,40-50,40.0,50.0,45.0,1.0,44864,48592,6650750
28,experimental,patients,experimental,,,,,,,,,23367,26636,7575198
28,control,patients,control,,,,,,,,,23367,26636,7575198
50,stroke,patients,Group A,25.0,25.0,60.0,50-70,50.0,70.0,55.0,1.0,52656,55045,4521505
30,,healthy,Group B,15.0,15.0,45.0,40-50,40.0,50.0,45.0,1.0,52656,55045,4521505
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,15242,18129,8168467
15,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,2.0,15242,18129,8168467
50,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,2.0,1933,3912,8249894
30,patients,patients,dyslexia,15.0,15.0,25.0,18-35,18.0,35.0,25.0,2.0,1933,3912,8249894
1,healthy,patients,high reward sensitivity,1.0,0.0,30.0,20-40,30.0,30.0,30.0,15.0,27719,31285,3695981
400,early PD,patients,,200.0,200.0,60.0,50-70,50.0,70.0,55.0,6.0,2504,6062,6836753
1,arthritic,patients,arthritic patient,0.0,1.0,,,,,,,20238,24235,1291397
1,normal healthy,subjects,normal healthy subjects,,,,,,,,,20238,24235,1291397
20,,healthy,Control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,6.0,19649,22775,3988374
15,ASD,patients,ASD,8.0,7.0,30.0,25-35,25.0,35.0,30.0,6.0,19649,22775,3988374
1,UCPPS,patients,UCPPS cohort,10.0,5.0,45.0,30-60,30.0,60.0,40.0,1.0,10989,13854,7669903
1,,healthy,control participants,8.0,12.0,35.0,25-45,25.0,45.0,30.0,1.0,10989,13854,7669903
45,PTSD,patients,North Korean refugees,,,,,,,,5.0,19593,21060,7035375
40,,healthy,South Korean residents,,,,,,,,5.0,19593,21060,7035375
20,healthy,patients,group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,8.0,19258,22684,6528067
15,patients,patients,group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,8.0,19258,22684,6528067
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,2.0,4775,8188,4153805
15,,healthy,group2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,2.0,4775,8188,4153805
50,healthy,patients,group1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,6.0,2123,5384,6591190
30,patients,patients,group2,15.0,15.0,45.0,40-50,40.0,50.0,45.0,6.0,2123,5384,6591190
20,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,10.0,33795,35811,5603581
15,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,10.0,33795,35811,5603581
40,young,patients,male,20.0,20.0,25.0,20-30,20.0,30.0,25.0,9.0,18079,21112,5612991
37,older,patients,male,18.0,19.0,60.0,55-65,55.0,65.0,60.0,9.0,18079,21112,5612991
1,healthy,patients,group1,10.0,15.0,30.0,20-40,20.0,40.0,25.0,,45106,48296,6344438
2,,healthy,group2,5.0,8.0,45.0,40-50,40.0,50.0,47.0,,45106,48296,6344438
20,chronic pain,patients,Group A,10.0,10.0,45.0,30-60,30.0,60.0,40.0,2.0,2176,5753,4154887
20,,healthy,Group B,12.0,8.0,35.0,25-45,25.0,45.0,30.0,2.0,2176,5753,4154887
45,chronic bilateral tinnitus,patients,,,,,,,,,2.0,5175,7585,8240196
50,,healthy,,,,,,,,,2.0,5175,7585,8240196
20,migraine,patients,,,,,,,,,2.0,5175,7585,8240196
25,tinnitus,patients,,,,,,,,,2.0,5175,7585,8240196
20,ASD,patients,ASD,15.0,5.0,25.0,20-30,20.0,30.0,25.0,6.0,14195,15448,3951306
30,,healthy,healthy,15.0,15.0,30.0,25-35,25.0,35.0,30.0,6.0,14195,15448,3951306
20,PD,patients,mild-moderately affected,10.0,10.0,60.0,50-70,50.0,70.0,55.0,1.0,46967,50374,6360608
20,,healthy,younger adults,10.0,10.0,30.0,20-40,20.0,40.0,35.0,1.0,46967,50374,6360608
12,patients,patients,whole bodies,6.0,6.0,35.0,25-45,25.0,45.0,30.0,3.0,5544,7765,4139958
22,healthy,participants,,,,,,,,,2.0,5546,6746,8421698
1,transmen,patients,transmen,0.0,1.0,30.0,25-35,25.0,35.0,30.0,10.0,24059,26589,7356844
1,transwomen,patients,transwomen,0.0,1.0,28.0,20-35,20.0,35.0,28.0,10.0,24059,26589,7356844
1,,healthy,ciswomen,0.0,1.0,32.0,30-35,30.0,35.0,32.0,10.0,24059,26589,7356844
1,,healthy,cismen,1.0,0.0,34.0,30-40,30.0,40.0,34.0,10.0,24059,26589,7356844
43,,healthy,,0.0,43.0,20.47,1825 years,18.0,25.0,,3.0,8584,9777,6306453
20,healthy,patients,group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,11.0,36594,40064,2846311
15,,healthy,group B,8.0,7.0,45.0,40-50,40.0,50.0,45.0,11.0,36594,40064,2846311
20,alcohol dependence,patients,early abstinence,15.0,5.0,35.0,25-45,25.0,45.0,30.0,,29214,32628,8862392
20,,healthy,,,,,,,,,13.0,17296,20948,5448813
20,,healthy,,1.0,19.0,21.4,18-31 years,18.0,31.0,,5.0,16503,17874,6136263
50,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,8.0,33773,37770,3319907
30,patients,patients,Group B,15.0,15.0,45.0,30-60,30.0,60.0,40.0,8.0,33773,37770,3319907
20,healthy,patients,AU,10.0,10.0,30.0,20-40,20.0,40.0,30.0,5.0,11325,13885,3874541
20,healthy,patients,OC,10.0,10.0,35.0,25-45,25.0,45.0,35.0,5.0,11325,13885,3874541
1000,misophonia,patients,all,400.0,600.0,35.0,20-60,20.0,60.0,30.0,2.0,1674,5454,6525165
31,melancholic MDD,patients,,,,,,,,,3.0,6893,9885,8096549
33,nonmelancholic MDD,patients,,,,,,,,,3.0,6893,9885,8096549
32,,healthy,,,,,,,,,3.0,6893,9885,8096549
30,,healthy,control,15.0,15.0,25.0,20-30,20.0,30.0,25.0,7.0,15827,19624,3364481
40,patients,patients,schizophrenia,20.0,20.0,30.0,25-35,25.0,35.0,30.0,7.0,15827,19624,3364481
10,,healthy,,4.0,6.0,24.5,,,,,3.0,7512,8969,8342925
10,,healthy,,5.0,5.0,25.5,,,,,3.0,7512,8969,8342925
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,8.0,9861,13425,6832276
30,patients,patients,treatment,15.0,15.0,40.0,35-45,35.0,45.0,40.0,8.0,9861,13425,6832276
20,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,1.0,1784,5532,5312947
15,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,1.0,1784,5532,5312947
33,,healthy,male,33.0,0.0,23.6,,,,,3.0,6528,6960,5646154
20,healthy,patients,group1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,17.0,38894,42354,2858659
15,,healthy,group2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,17.0,38894,42354,2858659
20,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,2.0,2380,5457,7759590
30,patients,patients,anxiety,15.0,15.0,35.0,30-40,30.0,40.0,35.0,2.0,2380,5457,7759590
1,ADHD,participants,ADHD,0.0,1.0,,,,,,,20157,21711,5083948
1,healthy,patients,children,0.0,1.0,10.0,6-17,10.0,10.0,10.0,1.0,1450,4001,6838093
1,healthy,patients,adolescents,1.0,0.0,15.0,6-17,15.0,15.0,15.0,1.0,1450,4001,6838093
10,PHB,patients,PHB,5.0,5.0,30.0,20-40,20.0,40.0,25.0,7.0,28118,31351,4663274
10,,healthy,Control,5.0,5.0,35.0,25-45,25.0,45.0,30.0,7.0,28118,31351,4663274
20,,healthy,young adults,11.0,9.0,21.6,18-25,18.0,25.0,21.7,1.0,8233,9056,6103265
1,,healthy,matched controls,0.0,1.0,30.0,20-40,20.0,40.0,30.0,7.0,18278,20922,3205481
10,patients,patients,cancer patients,5.0,5.0,45.0,30-60,30.0,60.0,45.0,7.0,18278,20922,3205481
20,TS,patients,boys,15.0,5.0,12.0,6-18,6.0,18.0,11.0,1.0,1517,4366,5500479
20,,healthy,controls,10.0,10.0,13.0,7-19,7.0,19.0,14.0,1.0,1517,4366,5500479
20,,healthy,,,,,,,,,4.0,13112,15077,3776934
30,,healthy,,,,,,,,,4.0,13112,15077,3776934
27,DE,patients,,,,,,,,,2.0,6793,7507,8753344
28,,healthy,,,,,,,,,2.0,6793,7507,8753344
50,,healthy,positive,25.0,25.0,30.0,20-40,20.0,40.0,30.0,6.0,18195,21116,7466835
50,,healthy,neutral,25.0,25.0,30.0,20-40,20.0,40.0,30.0,6.0,18195,21116,7466835
50,,healthy,negative,25.0,25.0,30.0,20-40,20.0,40.0,30.0,6.0,18195,21116,7466835
50,GAD,patients,positive,25.0,25.0,35.0,25-45,25.0,45.0,35.0,6.0,18195,21116,7466835
50,GAD,patients,neutral,25.0,25.0,35.0,25-45,25.0,45.0,35.0,6.0,18195,21116,7466835
50,GAD,patients,negative,25.0,25.0,35.0,25-45,25.0,45.0,35.0,6.0,18195,21116,7466835
1,AD,patients,AD group,1.0,0.0,65.0,60-70,60.0,70.0,65.0,9.0,24749,26985,5826397
1,,healthy,healthy control group,1.0,0.0,60.0,55-65,55.0,65.0,60.0,9.0,24749,26985,5826397
20,,healthy,,,,,,,,,3.0,7998,8718,4107379
20,CD,patients,male,15.0,5.0,16.5,14-18,14.0,18.0,16.0,,24621,25663,4700985
20,,healthy,male,10.0,10.0,17.0,15-19,15.0,19.0,17.0,,24621,25663,4700985
29,mentally healthy,students,right handed,15.0,14.0,20.0,2.0,20.0,22.0,20.0,1.0,3042,6993,7063975
